,product_id,product_name,category_id,no_orders
37,20253,Contra Fatty Liver (Feed Grade),5143,0
36,20243,MiaDiaSan Feed Additive (Advanced Formulation),2703,0
35,19568,Automatic Injector/Continuous Syringe (0-2 ml) for Pigs and Other Livestock,880,0
34,19565,Automatic Injector/Continuous Syringe (0-5 ml) for Pigs and Other Livestock,8864,0
33,19098,TGS Digital Weighing Scale,880,0
32,19049,Choline Chloride Feed Additive | For Poultry | 25kg,2703,0
31,19045,Contra-Fatty Liver | For Laying Hens | 12kg,2842,0
30,18991,Amivit Solutions | Liquid | 1L,2703,0
29,18777,Automatic Chicken Cup Drinkers With Detachable Attachment for PVC Pipe (Screw Type),880,0
28,18571,Broiler Finisher Mash (Hybrid Brand) -25kg Bag,2701,0
27,18449,Poultry Nipple Drip Cup (100 Pieces),880,0
26,17756,Teledart Blowpipe Reusable Darting Needle (1.5 x 38mm),8077,0
25,16588,Self-Sucking Animal Feed Grinder/Hammermill With Fan &amp; Cyclone | 3 Phase | 1 Ton/Hr,880,0
24,16582,Ear Tag for Pigs/Small Animals (Pack of 100),2731,0
23,16341,Hanging Plastic Feeder For Poultry (5-10kg Capacity),880,0
22,16172,Yosher-Dan Palm Kernel Oil - 1 Litre (Organic),2683,0
21,16171,Yosher-Dan Beauty Soap (Black Soap),2683,0
20,16158,Yosher-Dan Coconut Oil - 1 Litre,2683,0
19,16151,Yosher-Dan Shea Butter (Organic | Natural),2683,0
18,12169,165M-Series KGE Egg Incubator Powered by Kerosene/Gas and Electricity with Optional Solar Power,880,0
17,60713,Dry-Type Feed Extruding Machine (250kg/Hour),880,0
16,60663,DiCalcium Phosphate DCP ( 18%P | Feed Grade | 50kg),2703,0
15,60994,Oil Palm Harvester (2 Stroke Engines | 26cc | 3m),880,0
14,60791,WANDA H-Type Battery Cage (3 Tiers | PVC Feeder | Fully Galvanized | 120 Birds Capacity),2850,0
13,66942,Husker | 1000kg/hour Capacity,880,0
12,66513,Cattle Combo (Special Offer),6501,0
11,62005,Crude Soya Oil,5134,0
10,20227,Methionine (Feed Grade) - 25Kg,2703,0
9,63520,Neomycin Sulphate 5% WSP (100g Sachets),2703,0
8,62810,Poultry Scalding Machine (Imported),880,0
7,61462,Broiler Concentrate 40% (Animal Care Brand),2701,0
6,61434,Rolax (Systemic/ Contact Fungicide | 50g),5134,0
5,61422,Ultimax Plus (Systemic Fungicide | 50g Sachets),5134,0
4,61279,Cold Room (NPI Cool | 3HP | 5HP | 7.5HP),880,0
3,61274,Blast Freezer (NPI Cool | 15HP | 20HP | 30HP),880,0
2,61259,Blast Freezer (NPI Cool | 5HP | 7.5HP | 10HP),880,0
1,61255,Ring Die Feed Pelletizing Mill (100-400kg/hr),880,0
0,61204,H-Type Battery Cage for Rabbits (3 Tier | Fully Galvanized),2814,0
